"","Best4.Enterocytes","Enterocytes","Enteroendocrine","Goblet","Stem","TA"
"chr13-28000000-29000000",2605,3760,2578,3024,3102,3364
"chr13-29000000-30000000",4276,3663,4414,4188,4316,4676
"chr13-30000000-31000000",5306,5484,6045,6410,6657,6648
"chr13-31000000-32000000",3438,2227,3347,3132,2885,2874
"chr13-32000000-33000000",2992,2294,6110,3433,3012,2884
"chr13-33000000-34000000",4292,3328,5461,3939,4391,3893
"chr13-34000000-35000000",2736,1639,5730,2653,2494,2221
"chr13-35000000-36000000",1107,1094,2096,1211,1154,1090
"chr13-36000000-37000000",2028,1641,2624,2357,2164,1923
"chr13-37000000-38000000",1518,1347,1428,1343,1365,1435
"chr13-38000000-39000000",1779,1354,1752,1572,1711,1652
"chr13-39000000-40000000",1984,1725,2689,2199,2224,2130
"chr13-40000000-41000000",5721,6242,7900,6500,5567,5853
"chr13-41000000-42000000",4042,3544,4006,4104,4095,4018
"chr13-42000000-43000000",4591,3355,3968,4702,3974,4106
"chr13-43000000-44000000",2667,2441,2865,2348,2410,2621
"chr13-44000000-45000000",7968,9714,9254,11163,9125,9420
"chr13-45000000-46000000",5499,6010,4692,4778,5596,5819
"chr13-46000000-47000000",4113,3060,5934,3905,3856,3964
"chr13-47000000-48000000",1094,1246,1122,952,1142,1155
"chr13-48000000-49000000",4825,4224,4265,4671,4428,4510
"chr13-49000000-50000000",5514,5100,5786,5557,5445,5675
"chr13-50000000-51000000",4279,2922,5471,4193,3697,3786
"chr13-51000000-52000000",4616,4240,6472,4437,4465,4629
"chr13-53000000-54000000",1650,1160,1521,1145,1983,1798
"chr13-54000000-55000000",895,851,760,857,867,929
"chr13-55000000-56000000",723,807,714,677,791,865
"chr13-56000000-57000000",760,806,1001,678,773,831
"chr13-57000000-58000000",821,903,640,718,887,915
"chr13-58000000-59000000",792,848,399,743,855,896
"chr13-59000000-60000000",1231,1108,946,1168,1283,1272
"chr13-60000000-61000000",3059,2549,2476,2732,2750,2907
"chr13-61000000-62000000",1180,1065,1187,1171,1174,1181
"chr13-62000000-63000000",846,826,807,724,851,871
"chr13-63000000-64000000",778,760,974,681,766,774
"chr13-64000000-65000000",741,787,770,693,787,814
"chr13-65000000-66000000",830,818,1029,746,864,851
"chr13-66000000-67000000",997,893,1836,1479,1143,1103
"chr13-67000000-68000000",1058,1091,1502,1260,1181,1109
"chr13-68000000-69000000",1028,1009,964,1230,1107,1126
"chr13-69000000-70000000",1198,1142,1354,1257,1315,1299
"chr13-70000000-71000000",1344,1567,1790,1885,1449,1496
"chr13-71000000-72000000",1629,1239,3449,2408,1769,1590
"chr13-72000000-73000000",3178,2429,1882,2653,2759,2967
"chr13-73000000-74000000",9599,9502,5517,9379,9290,9427
"chr13-74000000-75000000",1924,1392,1530,1848,1900,1952
"chr13-75000000-76000000",3810,5201,3598,4245,4190,4338
"chr13-76000000-77000000",2075,1622,3931,2079,2079,2041
"chr13-77000000-78000000",2106,2102,2096,2331,2112,2111
"chr13-78000000-79000000",1386,1220,1233,1298,1474,1522
"chr13-79000000-80000000",3580,4779,3264,4409,3807,3866
"chr13-80000000-81000000",3437,2692,2040,3146,2862,2740
"chr13-81000000-82000000",1342,1053,1446,1228,1582,1612
"chr13-82000000-83000000",787,806,705,785,882,868
"chr13-83000000-84000000",840,773,621,755,876,867
"chr13-84000000-85000000",844,862,668,943,962,999
"chr13-85000000-86000000",1080,855,1790,1589,1362,1090
"chr13-87000000-88000000",1105,963,788,1071,1105,1093
"chr13-88000000-89000000",884,784,723,1070,1164,1023
"chr13-89000000-90000000",1097,965,788,1243,1312,1255
"chr13-90000000-91000000",1071,1026,723,1033,1188,1189
"chr13-91000000-92000000",1811,1481,1335,1777,1901,1900
"chr13-92000000-93000000",1639,1221,1502,1413,1551,1631
"chr13-93000000-94000000",952,963,974,964,1014,1040
"chr13-94000000-95000000",2269,1753,3857,2559,2019,2057
"chr13-95000000-96000000",3883,2758,2327,3050,3421,3569
"chr13-96000000-97000000",1910,1416,1641,1587,2080,1813
"chr13-97000000-98000000",4264,3482,5053,4262,3889,3890
"chr13-98000000-99000000",6114,10133,7325,7072,6667,6730
"chr13-99000000-100000000",6253,5850,5795,6268,6559,6670
"chr13-100000000-101000000",4592,3761,3106,3232,4104,4542
"chr13-101000000-102000000",1138,1129,2021,1132,1245,1341
"chr13-102000000-103000000",2981,2826,3301,3124,3108,3249
"chr13-103000000-104000000",1563,1548,1242,1226,1455,1481
"chr13-104000000-105000000",1170,1103,964,1012,1109,1153
"chr13-105000000-106000000",2298,2390,2049,2698,2439,2420
"chr13-106000000-107000000",5600,5681,4886,5852,5616,5840
"chr13-107000000-108000000",1113,1071,1001,1134,1183,1205
"chr13-108000000-109000000",1609,1521,1854,1691,1742,1694
"chr13-109000000-110000000",3271,3442,4673,3416,3388,3460
"chr13-110000000-111000000",7832,8089,7288,8638,8049,7817
"chr13-112000000-113000000",5313,3270,6546,5393,5132,4746
"chr14-20000000-21000000",7857,6685,5387,7605,7523,7831
"chr14-21000000-22000000",7320,5690,6861,6932,7211,7249
"chr14-22000000-23000000",6651,7449,6287,6217,6617,6617
"chr14-23000000-24000000",8567,7696,10264,8048,9008,8795
"chr14-24000000-25000000",12808,12475,12082,12452,13170,13292
"chr14-25000000-26000000",2713,2414,2299,3112,2694,2565
"chr14-26000000-27000000",1451,1335,1864,1515,1730,1652
"chr14-27000000-28000000",1254,995,779,1009,1145,1153
"chr14-28000000-29000000",973,958,844,1035,1094,1080
"chr14-29000000-30000000",1222,911,2272,1087,1111,1056
"chr14-30000000-31000000",2795,3114,3468,2666,2502,2696
"chr14-31000000-32000000",5252,8059,5739,5696,5631,5975
"chr14-32000000-33000000",3211,3219,4274,2769,3146,3289
"chr14-33000000-34000000",3012,2841,3996,3322,3144,3164
"chr14-35000000-36000000",6612,7880,5804,6984,7089,7360
"chr14-36000000-37000000",2874,1599,3301,2407,2641,2422
"chr14-37000000-38000000",4191,2703,5128,3435,3615,3590
"chr14-38000000-39000000",2748,2073,3134,1984,2259,2275
"chr14-39000000-40000000",3532,4848,3078,3725,3659,3787
"chr14-40000000-41000000",890,900,417,799,955,978
"chr14-41000000-42000000",767,760,491,705,789,846
"chr14-42000000-43000000",935,808,575,821,904,918
"chr14-43000000-44000000",1055,958,733,1152,1123,1137
"chr14-44000000-45000000",2568,2114,1836,2223,2233,2219
"chr14-45000000-46000000",2568,2099,2643,3121,2967,2962
"chr14-46000000-47000000",1493,1252,927,1310,1362,1366
"chr14-47000000-48000000",920,869,797,797,872,963
"chr14-48000000-49000000",833,878,658,763,919,964
"chr14-49000000-50000000",7833,9169,7557,7653,7950,8061
"chr14-50000000-51000000",7834,8117,6917,6189,7076,7408
"chr14-51000000-52000000",2438,2846,5035,2124,2413,2592
"chr14-52000000-53000000",4485,3700,5508,5717,5083,5108
"chr14-53000000-54000000",2057,1580,3041,2217,2021,1873
"chr14-54000000-55000000",5004,3738,7529,4450,4664,4592
"chr14-55000000-56000000",9352,13253,7983,10066,10078,10362
"chr14-56000000-57000000",2471,2009,4655,2703,2390,2316
"chr14-57000000-58000000",2034,1603,1882,1740,1775,1782
"chr14-58000000-59000000",4808,3776,3533,4579,4231,4298
"chr14-59000000-60000000",3651,3541,5545,3960,4109,3895
"chr14-60000000-61000000",3048,2895,3718,3055,3205,3097
"chr14-61000000-62000000",4936,4924,6898,4967,5484,5588
"chr14-62000000-63000000",1016,946,992,860,1096,1041
"chr14-63000000-64000000",5929,4889,5072,4696,5376,5622
"chr14-64000000-65000000",9497,8211,10107,11276,10100,10088
"chr14-65000000-66000000",6192,6569,5007,7082,6400,6292
"chr14-66000000-67000000",2041,1363,2031,1790,1844,1686
"chr14-67000000-68000000",6702,7530,5758,7277,7194,7409
"chr14-68000000-69000000",8819,7540,7019,9193,8936,8798
"chr14-69000000-70000000",7069,7747,7742,7405,6681,6756
"chr14-70000000-71000000",3358,2710,3468,3121,3339,3060
"chr14-71000000-72000000",3126,3624,4682,3392,3639,3788
"chr14-72000000-73000000",2253,2385,1892,2740,3369,3526
"chr14-73000000-74000000",10284,13083,9801,11497,10848,11043
"chr14-74000000-75000000",4987,5354,5350,5096,5156,5146
"chr14-75000000-76000000",11317,14321,10950,12343,11767,11637
"chr14-76000000-77000000",3507,2607,6175,2781,3238,3276
"chr14-77000000-78000000",9715,9515,13064,9836,9521,9751
"chr14-78000000-79000000",2076,1305,1975,1347,1695,1589
"chr14-79000000-80000000",2561,1451,1901,1638,1946,1695
"chr14-80000000-81000000",1436,1265,2114,2404,1635,1455
"chr14-81000000-82000000",3451,3410,3208,3442,3453,3502
"chr14-82000000-83000000",913,939,612,834,967,1030
"chr14-83000000-84000000",838,850,612,887,845,912
"chr14-84000000-85000000",749,845,705,751,828,925
"chr14-85000000-86000000",936,890,844,881,968,1041
"chr14-86000000-87000000",839,887,454,823,957,955
"chr14-87000000-88000000",1404,1212,992,1112,1320,1374
"chr14-88000000-89000000",3945,3751,4627,4811,4292,4550
"chr14-89000000-90000000",5105,4569,8465,5166,5502,5333
"chr14-90000000-91000000",4784,4712,6657,4326,5427,5172
"chr14-91000000-92000000",8340,9260,8725,9175,8587,8952
"chr14-92000000-93000000",5385,5568,10394,5373,5896,5991
"chr14-93000000-94000000",5003,5899,5786,4748,5038,5462
"chr14-94000000-95000000",4578,3895,4404,5068,4689,4405
"chr14-95000000-96000000",7577,8486,5239,8106,7631,8038
"chr14-96000000-97000000",5249,5587,5192,5078,4776,5274
"chr14-97000000-98000000",1301,1334,1456,1625,1378,1457
"chr14-98000000-99000000",1268,1106,1233,1087,1483,1375
"chr14-99000000-100000000",7662,6785,6324,6626,6744,7126
"chr14-100000000-101000000",10097,6931,10552,10229,10152,9979
"chr14-101000000-102000000",5737,5530,5749,6364,5954,5747
"chr14-102000000-103000000",10179,12974,7483,9987,10944,11397
"chr14-103000000-104000000",12148,12061,10042,11269,11218,11740
"chr14-104000000-105000000",11344,10936,10311,11061,11471,11615
"chr15-25000000-26000000",1930,1656,1604,1817,1809,1876
"chr15-26000000-27000000",1083,1148,1085,1062,1268,1209
"chr15-27000000-28000000",1050,1050,677,931,1059,1137
"chr15-29000000-30000000",4773,5015,4849,4738,4372,4675
"chr15-31000000-32000000",9801,8858,6481,9520,8996,9481
"chr15-33000000-34000000",3415,2621,4182,3111,3345,3365
"chr15-35000000-36000000",3014,3507,2633,2792,2966,2904
"chr15-36000000-37000000",1525,1184,1632,1358,1358,1329
"chr15-37000000-38000000",1590,1143,1242,1257,1314,1310
"chr15-38000000-39000000",3915,4605,3718,5069,4315,4499
"chr15-39000000-40000000",5597,5889,4274,5493,6007,5848
"chr15-40000000-41000000",18659,19053,16727,17881,17929,18312
"chr15-41000000-42000000",8386,10916,6778,8418,8591,8935
"chr15-42000000-43000000",6270,7762,6453,6862,6635,6597
"chr15-45000000-46000000",9815,9663,11488,9294,10184,10225
"chr15-46000000-47000000",1736,1334,2967,1536,1791,1898
"chr15-47000000-48000000",2407,3000,1752,1861,2406,2625
"chr15-48000000-49000000",2522,1778,2476,2319,2435,2166
"chr15-49000000-50000000",2879,2217,2531,3038,2881,2751
"chr15-50000000-51000000",6092,5873,4859,6049,5405,6142
"chr15-51000000-52000000",4910,5052,5526,4836,4402,4546
"chr15-52000000-53000000",5686,6796,5331,6093,5218,5469
"chr15-53000000-54000000",2971,2065,2383,2660,2600,2530
"chr15-54000000-55000000",894,980,695,832,1023,1076
"chr15-55000000-56000000",3062,2326,3459,3293,2752,2850
"chr15-56000000-57000000",3870,2883,3570,3729,3345,3316
"chr15-57000000-58000000",7666,8061,8540,7601,7793,7913
"chr15-58000000-59000000",6299,5935,4414,5272,5186,5441
"chr15-59000000-60000000",9350,13555,6611,9469,9407,9558
"chr15-60000000-61000000",3351,3365,2643,3617,3663,3431
"chr15-61000000-62000000",1811,1238,2374,1933,1560,1521
"chr15-62000000-63000000",7039,5054,6732,7614,7011,6736
"chr15-63000000-64000000",10331,11592,9717,11665,10805,10639
"chr15-64000000-65000000",7349,7299,6546,6539,6778,6887
"chr15-65000000-66000000",6578,6835,6843,6395,7035,7174
"chr15-66000000-67000000",6520,6011,5526,4911,6492,6362
"chr15-67000000-68000000",8089,10022,6305,6542,7002,7242
"chr15-68000000-69000000",5361,5148,5851,5074,4740,4950
"chr15-69000000-70000000",6616,7011,8252,6960,7895,7492
"chr15-70000000-71000000",4232,4600,5591,4200,4631,4075
"chr15-71000000-72000000",6628,9187,4506,5542,6765,6860
"chr15-72000000-73000000",6318,6182,6259,5591,6055,6349
"chr15-73000000-74000000",4989,5085,6936,5601,5329,5292
"chr15-76000000-77000000",3811,3130,3588,3757,3567,3701
"chr15-77000000-78000000",7930,7039,5489,7606,6866,7119
"chr15-78000000-79000000",9454,9364,7520,9355,9516,9918
"chr15-79000000-80000000",2013,1767,1994,2142,1969,1982
"chr15-80000000-81000000",6279,5964,5600,6191,5923,5576
"chr15-81000000-82000000",2870,2226,2828,3593,2888,2817
"chr15-83000000-84000000",2032,1677,1956,1651,1851,1819
"chr15-86000000-87000000",1416,1972,1187,1899,1644,1655
"chr15-87000000-88000000",1148,996,751,989,1050,1068
"chr15-88000000-89000000",3151,3675,5090,3306,3124,3108
"chr15-89000000-90000000",10863,11487,8187,9884,9686,9793
"chr15-90000000-91000000",16825,16416,14390,16654,15808,16341
"chr15-91000000-92000000",3918,2367,5563,2963,4209,3724
"chr15-92000000-93000000",5602,6237,7566,6915,6287,5933
"chr15-93000000-94000000",1461,1576,1688,1698,1653,1516
"chr15-94000000-95000000",3625,3436,2717,3793,3340,3521
"chr15-95000000-96000000",1063,1025,547,925,1060,1092
"chr15-96000000-97000000",1960,1701,1446,1835,1820,1898
"chr15-97000000-98000000",3629,3710,2745,3766,3287,3106
"chr15-98000000-99000000",4114,2756,6546,3603,4540,4382
"chr15-99000000-100000000",4181,3777,4460,4646,4339,4409
"chr15-100000000-101000000",4279,3973,3561,5019,4222,4219
"chr16-1000000-2000000",12062,10721,14641,11742,11534,11452
"chr16-3000000-4000000",9901,10870,9856,9727,10169,10054
"chr16-4000000-5000000",12675,13715,13704,12350,12921,13038
"chr16-5000000-6000000",3683,3025,3449,3585,4194,4152
"chr16-6000000-7000000",1409,1672,2049,1255,1562,1534
"chr16-7000000-8000000",1065,978,946,1009,1041,1067
"chr16-8000000-9000000",7022,6457,6546,6914,7107,7097
"chr16-9000000-10000000",4096,4421,4006,3766,4251,4226
"chr16-10000000-11000000",5762,4296,4497,5512,5104,5420
"chr16-11000000-12000000",8965,9135,9374,8941,8484,8790
"chr16-12000000-13000000",3163,2386,3839,3187,3154,2962
"chr16-13000000-14000000",2167,1369,1558,1491,1965,1758
"chr16-17000000-18000000",5554,4556,5128,4386,4583,4647
"chr16-19000000-20000000",7860,8860,6546,8232,7968,8264
"chr16-23000000-24000000",9144,12042,9050,10292,10081,11085
"chr16-24000000-25000000",3122,3482,3069,3038,2936,3115
"chr16-25000000-26000000",3868,5791,3366,4118,4035,4338
"chr16-26000000-27000000",1068,951,695,912,909,1026
"chr16-27000000-28000000",6025,6394,7937,6408,5476,5935
"chr16-47000000-48000000",2318,2482,2791,2218,2503,2651
"chr16-48000000-49000000",4082,4404,3987,4168,4001,4153
"chr16-49000000-50000000",3441,3081,4006,3823,3788,3832
"chr16-50000000-51000000",5319,3847,4692,3852,4812,4755
"chr16-51000000-52000000",1268,1094,3700,1084,1240,1241
"chr16-52000000-53000000",4523,4550,6898,4809,4276,4262
"chr16-53000000-54000000",6289,6795,5535,6763,6570,6912
"chr16-54000000-55000000",1950,1631,2188,2546,1942,1920
"chr16-55000000-56000000",2095,1405,2596,1813,1987,1991
"chr16-56000000-57000000",7005,7072,8873,7436,7144,7268
"chr16-57000000-58000000",10209,8898,8456,9388,10264,10142
"chr16-58000000-59000000",5077,5497,5341,5317,5846,6047
"chr16-59000000-60000000",907,996,399,807,951,1017
"chr16-60000000-61000000",881,879,325,743,926,942
"chr16-61000000-62000000",895,883,529,880,901,972
"chr16-62000000-63000000",939,918,445,843,943,1046
"chr16-63000000-64000000",1238,969,927,1196,1232,1196
"chr16-64000000-65000000",1273,1273,1344,1590,1360,1346
"chr16-65000000-66000000",1347,1465,927,1392,1568,1696
"chr16-66000000-67000000",8837,9016,7390,7219,7981,8495
"chr16-67000000-68000000",16211,16706,15345,17032,16274,15934
"chr16-68000000-69000000",10887,11954,10672,11728,11270,11526
"chr16-72000000-73000000",3971,3045,5573,4464,4431,3811
"chr16-73000000-74000000",3636,3013,3273,3256,3736,3953
"chr16-75000000-76000000",9912,11775,8595,10721,9923,10472
"chr16-76000000-77000000",1157,1093,964,1027,1170,1280
"chr16-77000000-78000000",2864,2559,3347,2431,2780,2936
"chr16-78000000-79000000",3782,2741,3134,3801,3415,3487
"chr16-79000000-80000000",2513,2854,1752,2209,2678,2725
"chr16-80000000-81000000",2893,2713,2272,2914,3059,2979
"chr16-81000000-82000000",7301,8275,9856,10158,8037,8252
"chr16-82000000-83000000",4075,3972,2439,3213,3666,3865
"chr16-83000000-84000000",2613,2327,2680,2628,2576,2502
"chr16-84000000-85000000",9199,8279,12592,10706,10298,10268
"chr16-85000000-86000000",12562,12775,18609,15381,14452,13935
"chr16-86000000-87000000",2536,1927,3060,1928,2241,2109
"chr16-87000000-88000000",7099,7702,8957,6474,7217,7413
"chr16-88000000-89000000",9560,6961,9179,10917,9234,8807
"chr16-89000000-90000000",14022,14498,14604,14311,14198,14457
"chr17-2000000-3000000",12090,11489,13380,12036,11346,11058
"chr17-4000000-5000000",12341,14361,13584,14198,13328,12811
"chr17-5000000-6000000",5316,4423,4525,4084,4733,4300
"chr17-6000000-7000000",3860,4966,4747,3709,4297,4417
"chr17-7000000-8000000",18576,20221,21168,19125,20041,19609
"chr17-8000000-9000000",9625,8802,10162,9545,9289,9216
"chr17-9000000-10000000",3883,2987,3088,3675,3424,3171
"chr17-10000000-11000000",5516,6170,4080,5804,5608,5644
"chr17-11000000-12000000",2489,2816,2828,2819,3121,2849
"chr17-12000000-13000000",2956,2792,2698,2374,3181,3452
"chr17-13000000-14000000",2617,1887,2429,3266,2280,2208
"chr17-14000000-15000000",2416,1696,2494,2104,2178,2142
"chr17-17000000-18000000",12915,11566,16755,14864,13134,12531
"chr17-27000000-28000000",7646,8379,7204,7249,7614,7008
"chr17-28000000-29000000",12900,15857,15012,12993,13428,13490
"chr17-29000000-30000000",7258,7921,9096,6971,6984,7178
"chr17-31000000-32000000",4962,5744,4414,4377,4510,4573
"chr17-33000000-34000000",2166,1509,5730,3196,2206,2189
"chr17-34000000-35000000",1732,1439,2012,1643,1579,1671
"chr17-35000000-36000000",6242,5638,5063,6107,5829,5909
"chr17-39000000-40000000",11398,10233,11034,10583,10854,10892
"chr17-40000000-41000000",13665,15343,10876,12773,13042,13231
"chr17-41000000-42000000",10230,11755,10709,10397,9707,9925
"chr17-42000000-43000000",12500,13137,12916,12987,13032,12849
"chr17-44000000-45000000",7733,6730,9309,7082,7404,7453
"chr17-48000000-49000000",12179,12545,13788,13461,12876,12596
"chr17-49000000-50000000",5718,5420,6129,6321,6028,5990
"chr17-50000000-51000000",18612,19208,16755,18720,17897,17622
"chr17-51000000-52000000",3781,4675,5693,4169,4250,4033
"chr17-52000000-53000000",1795,1319,1456,1806,1703,1691
"chr17-53000000-54000000",981,897,547,839,1028,936
"chr17-54000000-55000000",1536,1589,1150,1466,1732,1730
"chr17-55000000-56000000",3133,2479,3051,3147,3378,3200
"chr17-56000000-57000000",4052,3816,2466,4347,3585,3555
"chr17-57000000-58000000",8073,7450,10904,9033,8505,8652
"chr17-58000000-59000000",6331,5845,5508,5777,5832,5739
"chr17-61000000-62000000",2888,2248,2272,2511,2417,2769
"chr17-63000000-64000000",6583,5449,7056,7177,6683,6203
"chr17-65000000-66000000",8385,9072,6676,8498,8675,8044
"chr17-66000000-67000000",5715,4289,5063,6397,6058,6019
"chr17-67000000-68000000",5698,5233,5508,4535,5183,5444
"chr17-68000000-69000000",4462,3389,4488,4201,4030,4124
"chr17-69000000-70000000",3837,4225,4154,3967,3938,4220
"chr17-70000000-71000000",4199,3244,3217,2725,3518,3530
"chr17-71000000-72000000",2931,2469,2355,2242,2670,2724
"chr17-72000000-73000000",9893,10061,10236,11640,10496,9584
"chr17-73000000-74000000",6470,5339,10144,8498,6850,6330
"chr17-74000000-75000000",9886,8503,12554,9869,8435,8226
"chr17-75000000-76000000",22231,25214,19036,21496,20559,20986
"chr17-76000000-77000000",10622,9057,10524,10846,10075,10155
"chr17-77000000-78000000",7468,7292,10227,6505,7129,6996
"chr17-78000000-79000000",12953,10188,10663,12202,11915,11755
"chr17-79000000-80000000",7863,5521,8252,8009,7690,7383
"chr17-80000000-81000000",5875,4682,7288,5498,5642,5511
"chr17-82000000-83000000",15266,15665,11599,15029,15137,15504
"chr18-1000000-2000000",1138,932,742,972,1050,1062
"chr18-2000000-3000000",3619,5544,2930,3998,3750,3827
"chr18-3000000-4000000",7843,10185,5406,9328,8693,8359
"chr18-4000000-5000000",1085,1091,1085,1160,1132,1162
"chr18-5000000-6000000",2393,3049,3115,2432,2667,2688
"chr18-6000000-7000000",2542,2311,1947,2421,2471,2657
"chr18-7000000-8000000",1506,1339,1660,1673,1581,1524
"chr18-8000000-9000000",2378,2187,1910,2360,2375,2266
"chr18-9000000-10000000",6328,9606,4868,6571,6347,6718
"chr18-10000000-11000000",2078,1388,2522,1807,1942,1662
"chr18-11000000-12000000",3954,4315,2902,3936,3773,3921
"chr18-13000000-14000000",4655,3687,7826,4936,5018,4901
"chr18-21000000-22000000",4388,4864,4942,4872,4348,4302
"chr18-22000000-23000000",9035,10046,7473,9257,9584,9688
"chr18-23000000-24000000",7299,10007,4237,7442,6695,6616
"chr18-24000000-25000000",4787,4293,3421,4983,4610,4481
"chr18-25000000-26000000",1436,1628,1706,2152,1767,1585
"chr18-26000000-27000000",2638,1803,2735,2766,2547,2339
"chr18-27000000-28000000",1214,1183,1298,1130,1198,1142
"chr18-28000000-29000000",958,967,612,899,1062,1017
"chr18-29000000-30000000",972,913,464,815,924,957
"chr18-30000000-31000000",1161,1096,1140,1131,1154,1142
"chr18-31000000-32000000",6336,8018,5795,6571,6429,6405
"chr18-32000000-33000000",4257,6526,4831,4777,4837,5428
"chr18-33000000-34000000",2426,2327,3051,2506,2218,2124
"chr18-34000000-35000000",2487,2216,4117,2618,2806,2773
"chr18-35000000-36000000",4543,4658,4312,4363,4659,4819
"chr18-36000000-37000000",3357,2608,2967,2894,3694,3539
"chr18-37000000-38000000",2176,1296,2541,1520,1638,1664
"chr18-38000000-39000000",971,1060,816,926,1050,1080
"chr18-39000000-40000000",1555,1792,2272,1324,1343,1339
"chr18-40000000-41000000",1091,1153,1048,969,1064,1120
"chr18-41000000-42000000",1205,1335,1966,1333,1390,1270
"chr18-42000000-43000000",1327,1353,3468,1729,1563,1516
"chr18-43000000-44000000",992,1001,1354,899,972,1003
"chr18-44000000-45000000",3283,2162,4636,3264,3041,2932
"chr18-45000000-46000000",3549,2805,4163,3890,3101,2818
"chr18-46000000-47000000",3227,2572,2939,3404,3262,3232
"chr18-47000000-48000000",3070,2337,3143,2781,2972,2872
"chr18-48000000-49000000",9403,11775,9764,10052,9734,9251
"chr18-49000000-50000000",6308,7411,5480,6053,6996,7108
"chr18-50000000-51000000",6406,6601,7102,6964,7184,7102
"chr18-51000000-52000000",2390,2285,2077,2352,2418,2328
"chr18-52000000-53000000",2274,1328,992,1529,1524,1495
"chr18-53000000-54000000",1410,1347,1827,1242,1416,1476
"chr18-54000000-55000000",4888,4751,3394,3923,4278,4470
"chr18-55000000-56000000",1250,1077,1252,1068,1201,1183
"chr18-56000000-57000000",2825,2231,2049,1993,2288,2312
"chr18-57000000-58000000",7627,9927,5712,7015,7172,7177
"chr18-58000000-59000000",10573,13133,7946,11227,10226,10295
"chr18-59000000-60000000",2949,2181,4321,2683,2766,2554
"chr18-60000000-61000000",1091,1003,1168,1320,1137,1068
"chr18-61000000-62000000",4660,4375,3421,2471,3814,4105
"chr18-62000000-63000000",7595,6700,5962,7791,7432,7650
"chr18-63000000-64000000",6942,4056,4636,5962,5884,5970
"chr18-64000000-65000000",1526,1154,1122,2010,1501,1362
"chr18-65000000-66000000",1163,1172,1140,1129,1207,1363
"chr18-66000000-67000000",1183,1063,1428,1214,1204,1275
"chr18-67000000-68000000",1133,1023,1103,1038,1051,1143
"chr18-68000000-69000000",1158,1056,862,1033,1087,1153
"chr18-69000000-70000000",1036,1236,1057,1059,1165,1227
"chr18-70000000-71000000",3419,3549,3718,3103,3149,3201
"chr18-71000000-72000000",988,914,686,809,1018,1021
"chr18-72000000-73000000",1002,931,1298,927,1044,1035
"chr18-73000000-74000000",1041,1011,705,1005,1054,1111
"chr18-74000000-75000000",5377,5017,4886,4395,5285,5238
"chr18-75000000-76000000",2978,2472,3273,2652,2729,2729
"chr18-76000000-77000000",3427,2721,4052,3274,3520,3577
"chr18-77000000-78000000",2678,2405,5007,3088,3144,2952
"chr18-78000000-79000000",2140,1308,2494,2694,1917,1783
"chr18-79000000-80000000",5490,4791,4441,5420,5460,5500
"chr19-1000000-2000000",20644,22741,18989,20875,20074,20555
"chr19-2000000-3000000",14969,17793,14205,15630,15125,15025
"chr19-3000000-4000000",13660,13084,13064,14168,13653,14114
"chr19-5000000-6000000",8505,8476,10376,9143,8728,8740
"chr19-6000000-7000000",9299,10152,8475,9356,9518,9782
"chr19-9000000-10000000",4774,4785,4905,5154,4988,4861
"chr19-10000000-11000000",16643,16954,14437,16250,16602,16655
"chr19-11000000-12000000",11188,11081,11674,11902,11152,11038
"chr19-13000000-14000000",12090,10951,13547,12013,12441,11995
"chr19-15000000-16000000",5795,5374,6120,5459,5653,5729
"chr19-16000000-17000000",8637,10271,7279,9724,8680,8668
"chr19-17000000-18000000",12759,12655,10784,12618,12248,12430
"chr19-18000000-19000000",18762,19571,20315,18518,17935,18142
"chr19-19000000-20000000",9934,10990,8938,10210,10230,10171
"chr19-20000000-21000000",2204,1735,1845,2226,2473,2335
"chr19-21000000-22000000",2646,2372,2550,2509,2729,2619
"chr19-23000000-24000000",4281,5859,3051,5097,4644,4654
"chr19-28000000-29000000",2254,2079,3143,2158,2868,2669
"chr19-29000000-30000000",3636,3082,3625,3477,3416,3566
"chr19-30000000-31000000",2044,1236,2049,1396,1661,1704
"chr19-31000000-32000000",1714,1281,1595,1359,1414,1738
"chr19-32000000-33000000",4187,4296,3774,4461,4280,4243
"chr19-33000000-34000000",9790,10853,7121,8700,9060,9351
"chr19-34000000-35000000",5091,4461,7028,5871,5413,5287
"chr19-35000000-36000000",10501,10794,14372,11705,10872,11025
"chr19-38000000-39000000",13520,17041,15114,15312,14194,14501
"chr19-41000000-42000000",13299,14066,8957,12304,12192,11554
"chr19-44000000-45000000",11409,12122,10542,11193,11276,11326
"chr19-45000000-46000000",19527,20013,19917,19906,18453,18334
"chr19-46000000-47000000",11294,10876,8985,9887,10517,10598
"chr19-48000000-49000000",16523,16405,17200,17258,16706,16768
"chr19-51000000-52000000",3825,3487,4859,3934,4000,3917
"chr19-52000000-53000000",6644,6006,5118,6434,6461,6481
"chr19-55000000-56000000",13339,13621,12833,13560,13326,13755
"chr19-56000000-57000000",4789,3444,4423,4715,4766,4855
"chr19-57000000-58000000",6042,4597,4896,6112,6022,5973
"chr20-1000000-2000000",7907,6110,7214,6072,6297,6123
"chr20-2000000-3000000",4728,3682,5183,4984,4796,4577
"chr20-3000000-4000000",7973,6515,7075,6801,7341,7641
"chr20-4000000-5000000",3728,2376,4673,3696,3584,3259
"chr20-5000000-6000000",6096,5989,5304,6171,5746,5779
"chr20-6000000-7000000",4413,5626,2911,4034,5113,5096
